Invoice ID,Date,Time,Branch,City,Customer type,Gender,Product Line,Unit Price,Quantity,Cost,Tax 5%,Total Cost,Payment Mode,Gross Income,Gross Margin Percentage,Rating
607-65-2441,03-10-2019,12:39:00,C,Pune,Member,Male,Health and beauty,81.95,10,819.5,40.975,860.475,Credit Card,40.975,4.761904762,6
246-55-6923,03-10-2019,15:06:00,C,Pune,Member,Female,Home and lifestyle,35.79,9,322.11,16.1055,338.2155,Credit Card,16.1055,4.761904762,5.1
156-20-0370,03-10-2019,18:10:00,B,Nashik,Normal,Female,Electronic accessories,25.45,1,25.45,1.2725,26.7225,Credit Card,1.2725,4.761904762,5.1
745-74-0715,03-10-2019,20:46:00,A,Mumbai,Normal,Male,Electronic accessories,58.03,2,116.06,5.803,121.863,E-wallet,5.803,4.761904762,8.8
746-68-6593,01-11-2019,14:29:00,C,Pune,Member,Female,Sports and travel,87.16,2,174.32,8.716,183.036,Credit Card,8.716,4.761904762,9.7
478-06-7835,01-11-2019,11:20:00,A,Mumbai,Normal,Male,Fashion accessories,89.69,1,89.69,4.4845,94.1745,E-wallet,4.4845,4.761904762,4.9
540-11-4336,01-11-2019,16:49:00,A,Mumbai,Normal,Male,Food and beverages,24.94,9,224.46,11.223,235.683,Credit Card,11.223,4.761904762,5.6
289-15-7034,01-11-2019,10:37:00,A,Mumbai,Member,Male,Sports and travel,82.33,4,329.32,16.466,345.786,Credit Card,16.466,4.761904762,7.5
732-67-5346,01-11-2019,19:07:00,A,Mumbai,Normal,Male,Food and beverages,13.79,5,68.95,3.4475,72.3975,Credit Card,3.4475,4.761904762,7.8
130-67-4723,01-11-2019,13:57:00,A,Mumbai,Member,Male,Food and beverages,48.5,6,291,14.55,305.55,E-wallet,14.55,4.761904762,9.4
592-46-1692,01-11-2019,20:10:00,C,Pune,Member,Female,Food and beverages,36.77,7,257.39,12.8695,270.2595,Cash,12.8695,4.761904762,7.4
406-46-7107,01-11-2019,11:52:00,A,Mumbai,Normal,Female,Home and lifestyle,96.52,6,579.12,28.956,608.076,Cash,28.956,4.761904762,4.5
796-12-2025,02-11-2019,16:19:00,C,Pune,Normal,Male,Fashion accessories,62.12,10,621.2,31.06,652.26,Cash,31.06,4.761904762,5.9
284-34-9626,02-11-2019,10:39:00,B,Nashik,Normal,Female,Home and lifestyle,77.04,3,231.12,11.556,242.676,Credit Card,11.556,4.761904762,7.2
418-02-5978,02-11-2019,10:54:00,B,Nashik,Normal,Female,Health and beauty,84.09,9,756.81,37.8405,794.6505,Cash,37.8405,4.761904762,8
866-99-7614,02-11-2019,15:42:00,C,Pune,Normal,Male,Food and beverages,89.2,10,892,44.6,936.6,Credit Card,44.6,4.761904762,4.4
842-40-8179,02-11-2019,10:38:00,B,Nashik,Member,Female,Food and beverages,77.2,10,772,38.6,810.6,Credit Card,38.6,4.761904762,5.6
534-53-3526,02-11-2019,16:06:00,A,Mumbai,Normal,Female,Sports and travel,94.76,4,379.04,18.952,397.992,E-wallet,18.952,4.761904762,7.8
401-09-4232,02-11-2019,18:38:00,C,Pune,Member,Male,Home and lifestyle,86.69,5,433.45,21.6725,455.1225,E-wallet,21.6725,4.761904762,9.4
531-56-4728,02-11-2019,15:29:00,A,Mumbai,Normal,Male,Home and lifestyle,80.08,3,240.24,12.012,252.252,Cash,12.012,4.761904762,5.4
656-95-9349,03-11-2019,11:03:00,A,Mumbai,Member,Female,Health and beauty,68.93,7,482.51,24.1255,506.6355,Credit Card,24.1255,4.761904762,4.6
319-50-3348,03-11-2019,15:30:00,B,Nashik,Normal,Female,Home and lifestyle,40.3,2,80.6,4.03,84.63,E-wallet,4.03,4.761904762,4.4
584-86-7256,03-11-2019,16:07:00,C,Pune,Member,Male,Sports and travel,34.56,7,241.92,12.096,254.016,Credit Card,12.096,4.761904762,7.3
891-58-8335,03-11-2019,15:53:00,B,Nashik,Member,Female,Sports and travel,29.61,7,207.27,10.3635,217.6335,Cash,10.3635,4.761904762,6.5
721-86-6247,03-11-2019,12:55:00,A,Mumbai,Normal,Female,Home and lifestyle,63.42,8,507.36,25.368,532.728,E-wallet,25.368,4.761904762,7.4
448-81-5016,03-11-2019,12:01:00,A,Mumbai,Normal,Male,Health and beauty,59.77,2,119.54,5.977,125.517,Credit Card,5.977,4.761904762,5.8
704-20-4138,03-11-2019,18:58:00,C,Pune,Member,Female,Health and beauty,29.67,7,207.69,10.3845,218.0745,Credit Card,10.3845,4.761904762,8.1
689-16-9784,03-11-2019,13:37:00,C,Pune,Normal,Male,Food and beverages,46.77,6,280.62,14.031,294.651,Cash,14.031,4.761904762,6
892-05-6689,03-11-2019,13:28:00,A,Mumbai,Normal,Female,Home and lifestyle,28.32,5,141.6,7.08,148.68,E-wallet,7.08,4.761904762,6.2
749-81-8133,03-11-2019,12:04:00,A,Mumbai,Normal,Female,Fashion accessories,94.67,4,378.68,18.934,397.614,Cash,18.934,4.761904762,6.8
214-30-2776,03-11-2019,19:44:00,B,Nashik,Member,Female,Electronic accessories,34.49,5,172.45,8.6225,181.0725,Credit Card,8.6225,4.761904762,9
381-20-0914,01-12-2019,15:48:00,A,Mumbai,Member,Female,Fashion accessories,20.01,9,180.09,9.0045,189.0945,Credit Card,9.0045,4.761904762,5.7
704-48-3927,01-12-2019,14:50:00,A,Mumbai,Member,Male,Electronic accessories,88.67,10,886.7,44.335,931.035,E-wallet,44.335,4.761904762,7.3
659-36-1684,01-12-2019,12:02:00,C,Pune,Member,Male,Sports and travel,57.12,7,399.84,19.992,419.832,Credit Card,19.992,4.761904762,6.5
848-07-1692,01-12-2019,17:13:00,B,Nashik,Normal,Female,Health and beauty,57.22,2,114.44,5.722,120.162,E-wallet,5.722,4.761904762,8.3
296-11-7041,01-12-2019,20:07:00,B,Nashik,Member,Female,Health and beauty,27.07,1,27.07,1.3535,28.4235,Credit Card,1.3535,4.761904762,5.3
647-50-1224,01-12-2019,16:23:00,A,Mumbai,Normal,Female,Fashion accessories,29.42,10,294.2,14.71,308.91,E-wallet,14.71,4.761904762,8.9
852-62-7105,01-12-2019,11:25:00,B,Nashik,Normal,Female,Fashion accessories,83.25,10,832.5,41.625,874.125,Credit Card,41.625,4.761904762,4.4
751-41-9720,01-12-2019,16:18:00,C,Pune,Normal,Male,Home and lifestyle,97.5,10,975,48.75,1023.75,E-wallet,48.75,4.761904762,8
197-77-7132,01-12-2019,18:22:00,B,Nashik,Member,Male,Electronic accessories,91.56,8,732.48,36.624,769.104,E-wallet,36.624,4.761904762,6
751-15-6198,01-12-2019,16:45:00,B,Nashik,Normal,Male,Sports and travel,23.01,6,138.06,6.903,144.963,E-wallet,6.903,4.761904762,7.9
533-66-5566,01-12-2019,11:42:00,B,Nashik,Normal,Female,Home and lifestyle,51.07,7,357.49,17.8745,375.3645,Cash,17.8745,4.761904762,7
365-64-0515,02-12-2019,10:25:00,A,Mumbai,Normal,Female,Electronic accessories,46.95,5,234.75,11.7375,246.4875,E-wallet,11.7375,4.761904762,7.1
549-03-9315,02-12-2019,12:58:00,B,Nashik,Normal,Male,Fashion accessories,94.87,8,758.96,37.948,796.908,E-wallet,37.948,4.761904762,8.7
305-18-3552,02-12-2019,16:19:00,B,Nashik,Member,Male,Home and lifestyle,60.38,10,603.8,30.19,633.99,Cash,30.19,4.761904762,6
287-83-1405,02-12-2019,19:01:00,A,Mumbai,Normal,Male,Health and beauty,25.43,6,152.58,7.629,160.209,E-wallet,7.629,4.761904762,7
641-51-2661,02-12-2019,14:45:00,C,Pune,Member,Female,Food and beverages,87.1,10,871,43.55,914.55,Credit Card,43.55,4.761904762,9.9
528-87-5606,02-12-2019,19:43:00,B,Nashik,Member,Female,Electronic accessories,39.48,1,39.48,1.974,41.454,Cash,1.974,4.761904762,6.5
373-14-0504,02-12-2019,14:33:00,A,Mumbai,Member,Female,Sports and travel,71.63,2,143.26,7.163,150.423,E-wallet,7.163,4.761904762,8.8
885-56-0389,02-12-2019,17:49:00,C,Pune,Member,Male,Fashion accessories,52.35,1,52.35,2.6175,54.9675,Cash,2.6175,4.761904762,4
120-06-4233,03-12-2019,20:36:00,C,Pune,Normal,Male,Electronic accessories,30.61,6,183.66,9.183,192.843,Cash,9.183,4.761904762,9.3
152-08-9985,03-12-2019,12:09:00,B,Nashik,Member,Male,Health and beauty,64.36,9,579.24,28.962,608.202,Credit Card,28.962,4.761904762,8.6
699-01-4164,03-12-2019,19:58:00,C,Pune,Normal,Male,Health and beauty,41.5,4,166,8.3,174.3,Credit Card,8.3,4.761904762,8.2
545-46-3100,03-12-2019,13:52:00,B,Nashik,Member,Female,Electronic accessories,10.59,3,31.77,1.5885,33.3585,Credit Card,1.5885,4.761904762,8.7
253-12-6086,03-12-2019,12:43:00,A,Mumbai,Member,Female,Sports and travel,98.4,7,688.8,34.44,723.24,Credit Card,34.44,4.761904762,8.7
565-17-3836,03-12-2019,14:21:00,A,Mumbai,Member,Female,Health and beauty,47.67,4,190.68,9.534,200.214,Cash,9.534,4.761904762,9.1
573-10-3877,03-12-2019,16:46:00,B,Nashik,Member,Male,Health and beauty,39.01,1,39.01,1.9505,40.9605,Credit Card,1.9505,4.761904762,4.7
276-54-0879,03-12-2019,19:53:00,B,Nashik,Normal,Male,Sports and travel,97.74,4,390.96,19.548,410.508,E-wallet,19.548,4.761904762,6.4
719-76-3868,03-12-2019,16:30:00,C,Pune,Member,Male,Food and beverages,94.26,4,377.04,18.852,395.892,Cash,18.852,4.761904762,8.6
651-61-0874,03-12-2019,20:04:00,C,Pune,Normal,Male,Home and lifestyle,46.22,4,184.88,9.244,194.124,Credit Card,9.244,4.761904762,6.2
266-20-6657,03-12-2019,19:39:00,C,Pune,Member,Male,Food and beverages,55.04,7,385.28,19.264,404.544,E-wallet,19.264,4.761904762,5.2
427-45-9297,03-12-2019,11:01:00,B,Nashik,Member,Female,Home and lifestyle,40.73,7,285.11,14.2555,299.3655,E-wallet,14.2555,4.761904762,5.4
732-94-0499,13-01-2019,17:04:00,C,Pune,Normal,Female,Electronic accessories,41.65,10,416.5,20.825,437.325,Credit Card,20.825,4.761904762,5.4
556-86-3144,13-01-2019,19:30:00,C,Pune,Member,Female,Fashion accessories,74.29,1,74.29,3.7145,78.0045,Cash,3.7145,4.761904762,5
459-50-7686,13-01-2019,19:14:00,A,Mumbai,Normal,Female,Electronic accessories,23.46,6,140.76,7.038,147.798,E-wallet,7.038,4.761904762,6.4
339-38-9982,13-01-2019,14:55:00,B,Nashik,Member,Male,Fashion accessories,59.86,2,119.72,5.986,125.706,E-wallet,5.986,4.761904762,6.7
355-34-6244,13-01-2019,19:55:00,B,Nashik,Normal,Male,Food and beverages,72.39,2,144.78,7.239,152.019,Credit Card,7.239,4.761904762,8.1
327-40-9673,13-01-2019,19:51:00,B,Nashik,Member,Male,Sports and travel,72.6,6,435.6,21.78,457.38,Cash,21.78,4.761904762,6.9
460-93-5834,13-01-2019,10:03:00,A,Mumbai,Normal,Male,Sports and travel,45.58,7,319.06,15.953,335.013,Cash,15.953,4.761904762,5
397-25-8725,13-01-2019,17:54:00,A,Mumbai,Member,Female,Health and beauty,39.62,9,356.58,17.829,374.409,Credit Card,17.829,4.761904762,6.8
784-08-0310,13-01-2019,13:58:00,C,Pune,Member,Female,Food and beverages,21.04,4,84.16,4.208,88.368,Cash,4.208,4.761904762,7.6
195-06-0432,13-01-2019,12:55:00,A,Mumbai,Member,Male,Home and lifestyle,81.01,3,243.03,12.1515,255.1815,Credit Card,12.1515,4.761904762,9.3
426-39-2418,14-01-2019,10:02:00,C,Pune,Normal,Male,Electronic accessories,61.41,7,429.87,21.4935,451.3635,Cash,21.4935,4.761904762,9.8
785-13-7708,14-01-2019,19:06:00,B,Nashik,Normal,Male,Food and beverages,73.06,7,511.42,25.571,536.991,Credit Card,25.571,4.761904762,4.2
667-23-5919,14-01-2019,12:52:00,A,Mumbai,Member,Female,Fashion accessories,96.7,5,483.5,24.175,507.675,E-wallet,24.175,4.761904762,7
868-52-7573,14-01-2019,12:09:00,B,Nashik,Normal,Female,Food and beverages,99.69,5,498.45,24.9225,523.3725,Cash,24.9225,4.761904762,9.9
592-34-6155,14-01-2019,14:43:00,C,Pune,Normal,Male,Food and beverages,31.77,4,127.08,6.354,133.434,E-wallet,6.354,4.761904762,6.2
359-90-3665,14-01-2019,18:03:00,B,Nashik,Member,Female,Fashion accessories,18.08,4,72.32,3.616,75.936,Credit Card,3.616,4.761904762,9.5
588-47-8641,14-01-2019,19:30:00,A,Mumbai,Member,Male,Fashion accessories,56.04,10,560.4,28.02,588.42,E-wallet,28.02,4.761904762,4.4
320-85-2052,14-01-2019,10:11:00,B,Nashik,Normal,Female,Sports and travel,34.81,1,34.81,1.7405,36.5505,Credit Card,1.7405,4.761904762,7
451-73-2711,14-01-2019,15:20:00,C,Pune,Normal,Male,Food and beverages,84.83,1,84.83,4.2415,89.0715,E-wallet,4.2415,4.761904762,8.8
704-10-4056,14-01-2019,10:55:00,C,Pune,Member,Male,Health and beauty,60.47,3,181.41,9.0705,190.4805,Credit Card,9.0705,4.761904762,5.6
559-61-5987,14-01-2019,10:38:00,B,Nashik,Normal,Female,Health and beauty,17.75,1,17.75,0.8875,18.6375,Cash,0.8875,4.761904762,8.6
658-66-3967,14-01-2019,15:42:00,C,Pune,Normal,Male,Health and beauty,53.19,7,372.33,18.6165,390.9465,E-wallet,18.6165,4.761904762,5
377-79-7592,14-01-2019,14:00:00,C,Pune,Member,Female,Electronic accessories,44.84,9,403.56,20.178,423.738,Credit Card,20.178,4.761904762,7.5
299-46-1805,15-01-2019,16:19:00,B,Nashik,Member,Female,Sports and travel,93.72,6,562.32,28.116,590.436,Cash,28.116,4.761904762,4.5
272-65-1806,15-01-2019,17:17:00,A,Mumbai,Normal,Female,Electronic accessories,60.88,9,547.92,27.396,575.316,E-wallet,27.396,4.761904762,4.7
437-58-8131,15-01-2019,13:41:00,B,Nashik,Normal,Female,Fashion accessories,73.52,2,147.04,7.352,154.392,E-wallet,7.352,4.761904762,4.6
450-28-2866,15-01-2019,19:25:00,C,Pune,Member,Male,Food and beverages,17.44,5,87.2,4.36,91.56,Cash,4.36,4.761904762,8.1
138-17-5109,15-01-2019,15:42:00,A,Mumbai,Member,Female,Home and lifestyle,89.21,9,802.89,40.1445,843.0345,Credit Card,40.1445,4.761904762,6.5
301-11-9629,15-01-2019,10:43:00,A,Mumbai,Normal,Female,Sports and travel,19.1,7,133.7,6.685,140.385,Cash,6.685,4.761904762,9.7
589-02-8023,15-01-2019,10:54:00,A,Mumbai,Member,Male,Food and beverages,83.77,2,167.54,8.377,175.917,Credit Card,8.377,4.761904762,7
188-55-0967,15-01-2019,15:01:00,B,Nashik,Member,Male,Health and beauty,66.47,10,664.7,33.235,697.935,Credit Card,33.235,4.761904762,5
369-82-2676,15-01-2019,18:22:00,B,Nashik,Normal,Male,Electronic accessories,75.66,5,378.3,18.915,397.215,E-wallet,18.915,4.761904762,7.8
314-23-4520,15-01-2019,20:44:00,C,Pune,Member,Male,Health and beauty,81.23,7,568.61,28.4305,597.0405,Cash,28.4305,4.761904762,9
886-54-6089,15-01-2019,17:24:00,A,Mumbai,Normal,Female,Home and lifestyle,11.43,6,68.58,3.429,72.009,Cash,3.429,4.761904762,7.7
744-16-7898,15-01-2019,13:48:00,B,Nashik,Normal,Female,Home and lifestyle,97.37,10,973.7,48.685,1022.385,Credit Card,48.685,4.761904762,4.9
660-29-7083,15-01-2019,15:01:00,C,Pune,Normal,Male,Electronic accessories,55.87,10,558.7,27.935,586.635,Cash,27.935,4.761904762,5.8
659-65-8956,16-01-2019,15:26:00,B,Nashik,Member,Male,Fashion accessories,51.36,1,51.36,2.568,53.928,E-wallet,2.568,4.761904762,5.2
234-65-2137,16-01-2019,13:32:00,C,Pune,Normal,Male,Home and lifestyle,95.58,10,955.8,47.79,1003.59,Cash,47.79,4.761904762,4.8
677-11-0152,16-01-2019,18:08:00,C,Pune,Normal,Female,Food and beverages,93.26,9,839.34,41.967,881.307,Cash,41.967,4.761904762,8.8
347-72-6115,16-01-2019,18:03:00,B,Nashik,Member,Female,Sports and travel,90.74,7,635.18,31.759,666.939,Credit Card,31.759,4.761904762,6.2
286-62-6248,16-01-2019,20:03:00,B,Nashik,Normal,Male,Fashion accessories,39.21,4,156.84,7.842,164.682,Credit Card,7.842,4.761904762,9
859-71-0933,16-01-2019,15:10:00,C,Pune,Member,Female,Sports and travel,15.49,2,30.98,1.549,32.529,Cash,1.549,4.761904762,6.3
842-29-4695,16-01-2019,12:07:00,C,Pune,Member,Male,Sports and travel,17.14,7,119.98,5.999,125.979,Credit Card,5.999,4.761904762,7.9
648-83-1321,16-01-2019,17:59:00,A,Mumbai,Member,Male,Home and lifestyle,63.56,10,635.6,31.78,667.38,Cash,31.78,4.761904762,4.3
372-62-5264,16-01-2019,14:42:00,C,Pune,Normal,Female,Food and beverages,52.6,9,473.4,23.67,497.07,Cash,23.67,4.761904762,7.6
618-34-8551,16-01-2019,18:41:00,A,Mumbai,Normal,Female,Sports and travel,93.18,2,186.36,9.318,195.678,Credit Card,9.318,4.761904762,8.5
280-35-5823,17-01-2019,18:45:00,B,Nashik,Member,Female,Home and lifestyle,86.72,1,86.72,4.336,91.056,E-wallet,4.336,4.761904762,7.9
746-54-5508,17-01-2019,12:48:00,A,Mumbai,Normal,Male,Home and lifestyle,21.52,6,129.12,6.456,135.576,Credit Card,6.456,4.761904762,9.4
600-38-9738,17-01-2019,15:05:00,C,Pune,Member,Male,Sports and travel,71.92,5,359.6,17.98,377.58,Credit Card,17.98,4.761904762,4.3
698-98-5964,17-01-2019,13:01:00,A,Mumbai,Normal,Female,Food and beverages,81.21,10,812.1,40.605,852.705,Credit Card,40.605,4.761904762,6.3
349-97-8902,17-01-2019,10:37:00,B,Nashik,Member,Male,Food and beverages,57.89,2,115.78,5.789,121.569,E-wallet,5.789,4.761904762,8.9
670-79-6321,17-01-2019,15:27:00,B,Nashik,Member,Female,Home and lifestyle,94.59,7,662.13,33.1065,695.2365,Credit Card,33.1065,4.761904762,4.9
679-22-6530,17-01-2019,10:01:00,B,Nashik,Normal,Female,Sports and travel,40.62,2,81.24,4.062,85.302,Credit Card,4.062,4.761904762,4.1
445-30-9252,17-01-2019,17:59:00,A,Mumbai,Normal,Male,Sports and travel,25.7,3,77.1,3.855,80.955,E-wallet,3.855,4.761904762,6.1
200-16-5952,17-01-2019,16:46:00,C,Pune,Member,Male,Food and beverages,65.65,2,131.3,6.565,137.865,Cash,6.565,4.761904762,6
497-37-6538,17-01-2019,15:15:00,A,Mumbai,Normal,Male,Sports and travel,58.91,7,412.37,20.6185,432.9885,E-wallet,20.6185,4.761904762,9.7
101-81-4070,17-01-2019,12:36:00,C,Pune,Member,Female,Health and beauty,62.82,2,125.64,6.282,131.922,E-wallet,6.282,4.761904762,4.9
700-81-1757,18-01-2019,20:59:00,A,Mumbai,Normal,Female,Electronic accessories,26.31,5,131.55,6.5775,138.1275,Credit Card,6.5775,4.761904762,8.8
414-12-7047,18-01-2019,12:04:00,B,Nashik,Normal,Male,Food and beverages,19.79,8,158.32,7.916,166.236,E-wallet,7.916,4.761904762,8.7
622-20-1945,18-01-2019,15:08:00,C,Pune,Normal,Female,Health and beauty,39.42,1,39.42,1.971,41.391,Cash,1.971,4.761904762,8.4
706-36-6154,18-01-2019,18:43:00,A,Mumbai,Member,Male,Home and lifestyle,19.36,9,174.24,8.712,182.952,E-wallet,8.712,4.761904762,8.7
562-12-5430,18-01-2019,10:11:00,A,Mumbai,Member,Female,Fashion accessories,88.15,3,264.45,13.2225,277.6725,E-wallet,13.2225,4.761904762,7.9
821-14-9046,18-01-2019,15:04:00,B,Nashik,Member,Female,Fashion accessories,17.48,6,104.88,5.244,110.124,Credit Card,5.244,4.761904762,6.1
678-79-0726,18-01-2019,15:28:00,C,Pune,Member,Female,Sports and travel,90.63,9,815.67,40.7835,856.4535,Cash,40.7835,4.761904762,5.1
166-19-2553,18-01-2019,17:26:00,A,Mumbai,Member,Male,Sports and travel,89.06,6,534.36,26.718,561.078,Cash,26.718,4.761904762,9.9
781-84-8059,18-01-2019,16:23:00,C,Pune,Normal,Male,Fashion accessories,60.74,7,425.18,21.259,446.439,E-wallet,21.259,4.761904762,5
645-44-1170,19-01-2019,20:07:00,A,Mumbai,Member,Male,Home and lifestyle,58.07,9,522.63,26.1315,548.7615,E-wallet,26.1315,4.761904762,4.3
894-41-5205,19-01-2019,19:39:00,C,Pune,Normal,Female,Food and beverages,43.18,8,345.44,17.272,362.712,Credit Card,17.272,4.761904762,8.3
796-32-9050,19-01-2019,16:31:00,A,Mumbai,Normal,Male,Food and beverages,51.28,6,307.68,15.384,323.064,Cash,15.384,4.761904762,6.5
608-27-6295,19-01-2019,17:34:00,B,Nashik,Member,Male,Electronic accessories,52.89,6,317.34,15.867,333.207,Credit Card,15.867,4.761904762,9.8
779-06-0012,19-01-2019,10:21:00,C,Pune,Member,Female,Home and lifestyle,88.61,1,88.61,4.4305,93.0405,Cash,4.4305,4.761904762,7.7
882-40-4577,19-01-2019,15:28:00,A,Mumbai,Member,Male,Sports and travel,67.26,4,269.04,13.452,282.492,Credit Card,13.452,4.761904762,8
375-72-3056,19-01-2019,15:58:00,B,Nashik,Normal,Male,Sports and travel,63.06,3,189.18,9.459,198.639,E-wallet,9.459,4.761904762,7
284-54-4231,19-01-2019,16:08:00,C,Pune,Member,Male,Sports and travel,80.93,1,80.93,4.0465,84.9765,Credit Card,4.0465,4.761904762,9
149-61-1929,19-01-2019,14:08:00,A,Mumbai,Normal,Male,Sports and travel,64.19,10,641.9,32.095,673.995,Credit Card,32.095,4.761904762,6.7
482-17-1179,19-01-2019,12:47:00,A,Mumbai,Member,Male,Electronic accessories,11.94,3,35.82,1.791,37.611,Credit Card,1.791,4.761904762,8.1
832-51-6761,19-01-2019,20:29:00,A,Mumbai,Normal,Male,Food and beverages,33.88,8,271.04,13.552,284.592,E-wallet,13.552,4.761904762,9.6
125-45-2293,19-01-2019,13:11:00,A,Mumbai,Normal,Female,Fashion accessories,99.1,6,594.6,29.73,624.33,Cash,29.73,4.761904762,4.2
761-49-0439,19-01-2019,10:17:00,B,Nashik,Member,Female,Electronic accessories,12.1,8,96.8,4.84,101.64,E-wallet,4.84,4.761904762,8.6
151-27-8496,19-01-2019,11:43:00,C,Pune,Normal,Female,Electronic accessories,56.13,4,224.52,11.226,235.746,E-wallet,11.226,4.761904762,8.6
809-69-9497,19-01-2019,19:30:00,A,Mumbai,Normal,Female,Home and lifestyle,45.68,10,456.8,22.84,479.64,E-wallet,22.84,4.761904762,5.7
728-47-9078,19-01-2019,12:46:00,C,Pune,Member,Male,Food and beverages,59.59,4,238.36,11.918,250.278,Cash,11.918,4.761904762,9.8
817-48-8732,20-01-2019,15:55:00,A,Mumbai,Member,Female,Home and lifestyle,72.35,10,723.5,36.175,759.675,Cash,36.175,4.761904762,5.4
378-24-2715,20-01-2019,20:38:00,B,Nashik,Normal,Male,Home and lifestyle,53.44,2,106.88,5.344,112.224,E-wallet,5.344,4.761904762,4.1
645-78-8093,20-01-2019,18:09:00,A,Mumbai,Normal,Female,Sports and travel,93.14,2,186.28,9.314,195.594,E-wallet,9.314,4.761904762,4.1
725-96-3778,20-01-2019,10:13:00,C,Pune,Member,Female,Home and lifestyle,89.25,8,714,35.7,749.7,Cash,35.7,4.761904762,4.7
257-73-1380,20-01-2019,16:51:00,C,Pune,Member,Male,Sports and travel,82.93,4,331.72,16.586,348.306,E-wallet,16.586,4.761904762,9.6
356-44-8813,20-01-2019,13:45:00,B,Nashik,Normal,Male,Home and lifestyle,37.48,3,112.44,5.622,118.062,Credit Card,5.622,4.761904762,7.7
760-27-5490,20-01-2019,20:37:00,C,Pune,Normal,Male,Fashion accessories,15.62,8,124.96,6.248,131.208,E-wallet,6.248,4.761904762,9.1
410-67-1709,20-01-2019,17:48:00,A,Mumbai,Member,Female,Fashion accessories,63.88,8,511.04,25.552,536.592,E-wallet,25.552,4.761904762,9.9
787-87-2010,20-01-2019,15:48:00,A,Mumbai,Member,Male,Health and beauty,55.5,4,222,11.1,233.1,Credit Card,11.1,4.761904762,6.6
458-10-8612,20-01-2019,12:27:00,C,Pune,Normal,Male,Health and beauty,64.08,7,448.56,22.428,470.988,E-wallet,22.428,4.761904762,7.6
329-62-1586,21-01-2019,18:00:00,A,Mumbai,Normal,Male,Food and beverages,54.67,3,164.01,8.2005,172.2105,Credit Card,8.2005,4.761904762,8.6
870-72-4431,21-01-2019,14:42:00,C,Pune,Normal,Female,Health and beauty,99.19,6,595.14,29.757,624.897,Credit Card,29.757,4.761904762,5.5
239-10-7476,21-01-2019,16:37:00,A,Mumbai,Normal,Female,Home and lifestyle,77.95,6,467.7,23.385,491.085,E-wallet,23.385,4.761904762,8
316-68-6352,21-01-2019,10:00:00,A,Mumbai,Member,Female,Food and beverages,36.36,2,72.72,3.636,76.356,Cash,3.636,4.761904762,7.1
462-67-9126,21-01-2019,17:44:00,A,Mumbai,Normal,Male,Home and lifestyle,73.22,6,439.32,21.966,461.286,Cash,21.966,4.761904762,7.2
269-10-8440,21-01-2019,18:01:00,A,Mumbai,Member,Male,Health and beauty,53.17,7,372.19,18.6095,390.7995,Cash,18.6095,4.761904762,8.9
401-18-8016,21-01-2019,17:36:00,B,Nashik,Member,Female,Sports and travel,98.13,1,98.13,4.9065,103.0365,Cash,4.9065,4.761904762,8.9
162-65-8559,21-01-2019,20:13:00,C,Pune,Member,Male,Food and beverages,68.98,1,68.98,3.449,72.429,Cash,3.449,4.761904762,4.8
287-21-9091,22-01-2019,10:55:00,A,Mumbai,Normal,Male,Home and lifestyle,74.67,9,672.03,33.6015,705.6315,E-wallet,33.6015,4.761904762,9.4
756-01-7507,22-01-2019,18:56:00,C,Pune,Normal,Female,Health and beauty,20.38,5,101.9,5.095,106.995,Cash,5.095,4.761904762,6
186-09-3669,22-01-2019,10:57:00,C,Pune,Member,Female,Health and beauty,81.51,1,81.51,4.0755,85.5855,E-wallet,4.0755,4.761904762,9.2
521-18-7827,22-01-2019,20:46:00,C,Pune,Member,Male,Home and lifestyle,39.39,5,196.95,9.8475,206.7975,Credit Card,9.8475,4.761904762,8.7
460-35-4390,22-01-2019,11:00:00,A,Mumbai,Normal,Male,Home and lifestyle,30.68,3,92.04,4.602,96.642,E-wallet,4.602,4.761904762,9.1
563-47-4072,22-01-2019,11:52:00,B,Nashik,Normal,Female,Health and beauty,55.81,6,334.86,16.743,351.603,Cash,16.743,4.761904762,9.9
120-54-2248,22-01-2019,18:08:00,B,Nashik,Normal,Female,Food and beverages,28.86,5,144.3,7.215,151.515,Credit Card,7.215,4.761904762,8
480-63-2856,23-01-2019,18:37:00,C,Pune,Normal,Male,Food and beverages,19.25,8,154,7.7,161.7,E-wallet,7.7,4.761904762,6.6
565-80-5980,23-01-2019,10:25:00,C,Pune,Member,Female,Home and lifestyle,47.38,4,189.52,9.476,198.996,Cash,9.476,4.761904762,7.1
731-81-9469,23-01-2019,13:00:00,C,Pune,Member,Female,Sports and travel,89.8,10,898,44.9,942.9,Credit Card,44.9,4.761904762,5.4
434-83-9547,23-01-2019,11:51:00,C,Pune,Member,Male,Food and beverages,38.47,8,307.76,15.388,323.148,Cash,15.388,4.761904762,7.7
604-70-6476,23-01-2019,14:04:00,A,Mumbai,Member,Male,Fashion accessories,17.94,5,89.7,4.485,94.185,E-wallet,4.485,4.761904762,6.8
740-22-2500,23-01-2019,13:29:00,C,Pune,Normal,Female,Electronic accessories,84.05,3,252.15,12.6075,264.7575,Cash,12.6075,4.761904762,9.8
767-05-1286,23-01-2019,12:10:00,C,Pune,Member,Female,Home and lifestyle,83.77,6,502.62,25.131,527.751,E-wallet,25.131,4.761904762,5.4
